질문 index,turn number,질문 카테고리 2단계,질문지,기대 행동,정답지,평가,평가 원인,평가 결과,응답 json 경로
STS-054,1,단일 필터 > 단일 필터 적용,JIS 규격의 S355NH 를 추천해줘,"한 개의 명시적 조건만 추출해 추천 엔진 상태에 반영해야 한다. 조건이 충분하지 않으면 다음에 필요한 핵심 조건만 짧게 질문하고, 조회성 요청이면 그 의도에 맞게 바로 응답해야 한다.","필수 필터/의도: material=P, workPieceName=Carbon Steels | 기대 결과: 단일 필터 적용 후 추천 또는 조회/재질문",실패,"필수 필터 미적용: material=P, workPieceName=Carbon Steels",purpose=question | filters=none,responses/STS-054/turn_01.json
STF-001,1,단일 필터 > 복합 필터 적용,탄소강 Slotting용 Square 2날 4mm Y-Coating 한국 재고 기준으로 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=P, cuttingType=Slotting, toolSubtype=Square, fluteCount=2, diameterMm=4, coating=Y-Coating, countryCode=KOREA | 기대 결과: 필터 적용 후 추천 또는 추가 질문",일부 통과,"일부 필터만 적용됨: 적용=diameterMm=4 | 누락=material=P, cuttingType=Slotting, toolSubtype=Square, fluteCount=2, coating=Y-Coating, countryCode=KOREA",purpose=question | filters=diameterMm=4,responses/STF-001/turn_01.json
STF-002,1,단일 필터 > 복합 필터 적용,합금강 가공인데 4G MILL Ball 6mm 제품 위주로 보고 싶어요. 3날이면 좋고 X-Coating면 더 좋아요,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Alloy Steels, brand=4G MILL, toolSubtype=Ball, fluteCount=3, diameterMm=6, coating=X-Coating | 기대 결과: 필터 적용 후 추천 또는 추가 질문",일부 통과,"일부 필터만 적용됨: 적용=brand=4G MILL, fluteCount=3, diameterMm=6, coating=X-Coating | 누락=workPieceName=Alloy Steels, toolSubtype=Ball","purpose=recommendation | filters=brand=4G MILL, diameterMm=6, fluteCount=3, coating=X-Coating",responses/STF-002/turn_01.json
STF-003,1,단일 필터 > 복합 필터 적용,"스테인리스강 8mm짜리 Corner Radius 엔드밀 추천. CRX-S 말고 TiAlN 코팅 선호, 국가는 유럽","단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=M, diameterMm=8, toolSubtype=Radius, brand!=CRX S, coating=TiAlN, countryCode=EUROPE | 기대 결과: 필터 적용 후 추천 또는 추가 질문",일부 통과,"일부 필터만 적용됨: 적용=material=M, diameterMm=8, toolSubtype=Radius, coating=TiAlN, countryCode=EUROPE | 누락=brand!=CRX S","purpose=question | filters=material=M, diameterMm=8, toolSubtype=Radius, coating=TiAlN, countryCode=EUROPE",responses/STF-003/turn_01.json
STF-004,1,단일 필터 > 복합 필터 적용,"알루미늄 Side Milling인데 Roughing 형상으로만 보고 싶고 직경은 10mm, 날수는 5날, 전체 국가 재고 우선","단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Aluminum, cuttingType=Side_Milling, toolSubtype=Roughing, diameterMm=10, fluteCount=5, totalStock>=1 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, cuttingType=Side_Milling, toolSubtype=Roughing, diameterMm=10, fluteCount=5, totalStock>=1","purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, toolSubtype=Roughing, diameterMm=10, fluteCount=5, totalStock>=1",responses/STF-004/turn_01.json
STF-005,1,단일 필터 > 복합 필터 적용,구리용 Square 공구 찾는데 DLC 말고 다른 코팅으로 12mm 6날 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Copper, toolSubtype=Square, coating!=DLC, diameterMm=12, fluteCount=6 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Copper, toolSubtype=Square, coating!=DLC, diameterMm=12, fluteCount=6","purpose=question | filters=workPieceName=Copper, toolSubtype=Square, coating!=DLC, diameterMm=12, fluteCount=6",responses/STF-005/turn_01.json
STF-006,1,단일 필터 > 복합 필터 적용,주철 Helical Interpolation용 Ball 8날 16mm Bright Finish 미주 재고 기준으로 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=K, unsupportedCuttingType=Helical Interpolation, toolSubtype=Ball, fluteCount=8, diameterMm=16, coating=Bright Finish, countryCode=AMERICA | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: diameterMm=16,purpose=question | filters=diameterMm=16,responses/STF-006/turn_01.json
STF-007,1,단일 필터 > 복합 필터 적용,티타늄 가공인데 ALU-CUT Corner Radius 1/4인치 제품 위주로 보고 싶어요. 2날이면 좋고 Y-Coating면 더 좋아요,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Titanium, brand=ALU-CUT for Korean Market, toolSubtype=Radius, fluteCount=2, diameterMm=6.35, coating=Y-Coating | 기대 결과: 필터 적용 후 추천 또는 추가 질문",일부 통과,"일부 필터만 적용됨: 적용=workPieceName=Titanium, brand=ALU-CUT for Korean Market, toolSubtype=Radius, fluteCount=2, coating=Y-Coating | 누락=diameterMm=6.35","purpose=question | filters=workPieceName=Titanium, brand=ALU-CUT for Korean Market, toolSubtype=Radius, diameterMm=1, fluteCount=2, coating=Y-Coating",responses/STF-007/turn_01.json
STF-008,1,단일 필터 > 복합 필터 적용,"인코넬 4mm짜리 Roughing 엔드밀 추천. 4G MILL 말고 X-Coating 코팅 선호, 국가는 전체 국가","단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Inconel, diameterMm=4, toolSubtype=Roughing, brand!=4G MILL, coating=X-Coating, countryCode=ALL | 기대 결과: 필터 적용 후 추천 또는 추가 질문",일부 통과,"일부 필터만 적용됨: 적용=diameterMm=4, toolSubtype=Roughing, brand!=4G MILL, coating=X-Coating, countryCode=ALL | 누락=workPieceName=Inconel","purpose=recommendation | filters=diameterMm=4, toolSubtype=Roughing, brand!=4G MILL, coating=X-Coating",responses/STF-008/turn_01.json
STF-009,1,단일 필터 > 복합 필터 적용,"고경도강 Facing인데 Square 형상으로만 보고 싶고 직경은 6mm, 날수는 4날, 한국 재고 우선","단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=H, unsupportedCuttingType=Facing, toolSubtype=Square, diameterMm=6, fluteCount=4, countryCode=KOREA | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,"설명 요청인데 필터가 변경되었습니다: material=H, toolSubtype=Square, diameterMm=6, fluteCount=4, countryCode=KOREA","purpose=question | filters=material=H, toolSubtype=Square, diameterMm=6, fluteCount=4, countryCode=KOREA",responses/STF-009/turn_01.json
STF-010,1,단일 필터 > 복합 필터 적용,탄소강용 Ball 공구 찾는데 T-Coating 말고 다른 코팅으로 8mm 5날 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=P, toolSubtype=Ball, coating!=T-Coating, diameterMm=8, fluteCount=5 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: material=P, toolSubtype=Ball, coating!=T-Coating, diameterMm=8, fluteCount=5","purpose=question | filters=material=P, toolSubtype=Ball, coating!=T-Coating, diameterMm=8, fluteCount=5",responses/STF-010/turn_01.json
STF-011,1,단일 필터 > 복합 필터 적용,합금강 Trochoidal용 Corner Radius 6날 10mm DLC 유럽 재고 기준으로 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Alloy Steels, unsupportedCuttingType=Trochoidal, toolSubtype=Radius, fluteCount=6, diameterMm=10, coating=DLC, countryCode=EUROPE | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: diameterMm=10,purpose=question | filters=diameterMm=10,responses/STF-011/turn_01.json
STF-012,1,단일 필터 > 복합 필터 적용,스테인리스강 가공인데 TitaNox-POWER HPC Roughing 12mm 제품 위주로 보고 싶어요. 8날이면 좋고 Bright Finish면 더 좋아요,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=M, brand=TitaNox-Power, toolSubtype=Roughing, fluteCount=8, diameterMm=12, coating=Bright Finish | 기대 결과: 필터 적용 후 추천 또는 추가 질문",일부 통과,"일부 필터만 적용됨: 적용=material=M, brand=TitaNox-Power, fluteCount=8, diameterMm=12, coating=Bright Finish | 누락=toolSubtype=Roughing","purpose=question | filters=material=M, brand=TitaNox-Power, diameterMm=12, fluteCount=8, coating=Bright Finish",responses/STF-012/turn_01.json
STF-013,1,단일 필터 > 복합 필터 적용,"알루미늄 16mm짜리 Square 엔드밀 추천. ALU-CUT 말고 Y-Coating 코팅 선호, 국가는 한국","단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=16, toolSubtype=Square, brand!=ALU-CUT for Korean Market, coating=Y-Coating, countryCode=KOREA | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=16, toolSubtype=Square, brand!=ALU-CUT for Korean Market, coating=Y-Coating, countryCode=KOREA","purpose=question | filters=workPieceName=Aluminum, diameterMm=16, toolSubtype=Square, brand!=ALU-CUT for Korean Market, coating=Y-Coating, countryCode=KOREA",responses/STF-013/turn_01.json
STF-014,1,단일 필터 > 복합 필터 적용,"구리 Profiling인데 Ball 형상으로만 보고 싶고 직경은 1/4인치, 날수는 3날, 미주 재고 우선","단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Copper, unsupportedCuttingType=Profiling, toolSubtype=Ball, diameterMm=6.35, fluteCount=3, countryCode=AMERICA | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,"설명 요청인데 필터가 변경되었습니다: workPieceName=Copper, toolSubtype=Ball, diameterMm=1, fluteCount=3, countryCode=AMERICA","purpose=question | filters=workPieceName=Copper, toolSubtype=Ball, diameterMm=1, fluteCount=3, countryCode=AMERICA",responses/STF-014/turn_01.json
STF-015,1,단일 필터 > 복합 필터 적용,주철용 Corner Radius 공구 찾는데 TiAlN 말고 다른 코팅으로 4mm 4날 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: material=K, toolSubtype=Radius, coating!=TiAlN, diameterMm=4, fluteCount=4 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: material=K, toolSubtype=Radius, coating!=TiAlN, diameterMm=4, fluteCount=4","purpose=recommendation | filters=material=K, toolSubtype=Radius, coating!=TiAlN, diameterMm=4, fluteCount=4",responses/STF-015/turn_01.json
STF-016,1,단일 필터 > 복합 필터 적용,티타늄 Side Milling용 Roughing 5날 6mm T-Coating 전체 국가 재고 기준으로 추천해줘,"단일 turn 문장에서 복수 필터를 한 번에 추출해 추천 엔진에 반영해야 한다. 후보가 충분히 좁혀지면 제품 리스트 추천으로 바로 이어지고, 여전히 넓으면 빠진 핵심 조건만 짧게 되물어야 한다.","필수 필터/의도: workPieceName=Titanium, cuttingType=Side_Milling, toolSubtype=Roughing, fluteCount=5, diameterMm=6, coating=T-Coating, totalStock>=1 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Titanium, cuttingType=Side_Milling, toolSubtype=Roughing, fluteCount=5, diameterMm=6, coating=T-Coating, totalStock>=1","purpose=question | filters=workPieceName=Titanium, cuttingType=Side_Milling, toolSubtype=Roughing, fluteCount=5, diameterMm=6, coating=T-Coating, totalStock>=1",responses/STF-016/turn_01.json
