question,answer,series,brand,category
일반강/합금강 가공할 때 쓸만한 엔드밀 있어?,"4G Mills SEMD98060E 시리즈를 추천합니다. 4G Mills End mills / 볼노즈 球头이며, ISO P(일반강/합금강) 소재에 적합합니다.",SEMD98060E,4G Mills,selection
4G Mills SEME0110005E 시리즈가 뭐야?,"4G Mills SEME0110005E은(는) 4G Mills End mills / 코너 래디우스 圆鼻, 엔드밀, 4날입니다.",SEME0110005E,4G Mills,product_overview
4G Mills SEME0110005E은 어떤 소재에 쓸 수 있어?,"4G Mills SEME0110005E은(는) KP4M (HRc35 / DIN 1.2738 Improved) 등의 소재 가공에 적합합니다. ISO 그룹 H(고경도강), P(일반강/합금강)에 해당합니다.",SEME0110005E,4G Mills,material_target
4G Mills SEME0110005E의 특징이 뭐야?,4G Mills SEME0110005E의 주요 특징: Case study page comparg YG-1 vs Competir A. Corner 래디우스 엔드밀 test  down & 측면 가공. Wear vs. 밀링 length graph. Case study page  4G Mills 엔드밀. Test II comps YG-1 4G Mills vs CompetirA  down & 측면 가공.,SEME0110005E,4G Mills,feature
4G Mills SEME0110005E의 사양이 어떻게 돼?,"4G Mills SEME0110005E 사양: 날 수 4, 직경 범위 Ø10(R0.5), 냉각 방식 Oil Mt.",SEME0110005E,4G Mills,tool_shape
4G Mills SEME0110005E은 어디에 쓰는 거야?,4G Mills SEME0110005E은(는) Down & Side Cuttg 등에 사용됩니다.,SEME0110005E,4G Mills,application
고경도강 가공할 때 쓸만한 엔드밀 있어?,"4G Mills SEME0110005E 시리즈를 추천합니다. 4G Mills End mills / 코너 래디우스 圆鼻이며, ISO H(고경도강) 소재에 적합합니다.",SEME0110005E,4G Mills,selection
일반강/합금강 가공할 때 쓸만한 엔드밀 있어?,"4G Mills SEME0110005E 시리즈를 추천합니다. 4G Mills End mills / 코너 래디우스 圆鼻이며, ISO P(일반강/합금강) 소재에 적합합니다.",SEME0110005E,4G Mills,selection
X-SPEED ROUGHER X-SPEED ROUGHER 시리즈가 뭐야?,"X-SPEED ROUGHER X-SPEED ROUGHER은(는) X-SPEED ROUGHER End mills, 엔드밀, (4 날 Multiple Helix), 4날입니다.",X-SPEED ROUGHER,X-SPEED ROUGHER,product_overview
X-SPEED ROUGHER X-SPEED ROUGHER은 어떤 소재에 쓸 수 있어?,"X-SPEED ROUGHER X-SPEED ROUGHER은(는) DIN X40CrMoV51 (1.2344), JIS SKD61 (HRc30), AISI H13 등의 소재 가공에 적합합니다. ISO 그룹 H(고경도강)에 해당합니다.",X-SPEED ROUGHER,X-SPEED ROUGHER,material_target
X-SPEED ROUGHER X-SPEED ROUGHER의 특징이 뭐야?,X-SPEED ROUGHER X-SPEED ROUGHER의 주요 특징: 4刃 不等螺旋. 用于粗加工端铣. 案例页展示与竞争对手的耐磨/寿命对比. 4 날 Multuple Helix. Used  down & 측면 가공 test.,X-SPEED ROUGHER,X-SPEED ROUGHER,feature
X-SPEED ROUGHER X-SPEED ROUGHER의 사양이 어떻게 돼?,"X-SPEED ROUGHER X-SPEED ROUGHER 사양: 날 수 4, 직경 범위 Ø10, 냉각 방식 습식 절삭.",X-SPEED ROUGHER,X-SPEED ROUGHER,tool_shape
X-SPEED ROUGHER X-SPEED ROUGHER은 어디에 쓰는 거야?,"X-SPEED ROUGHER X-SPEED ROUGHER은(는) Down & Side Cuttg, Hardened 강 황삭 / mold 강 machg 등에 사용됩니다.",X-SPEED ROUGHER,X-SPEED ROUGHER,application
고경도강 가공할 때 쓸만한 엔드밀 있어?,"X-SPEED ROUGHER X-SPEED ROUGHER 시리즈를 추천합니다. X-SPEED ROUGHER End mills이며, ISO H(고경도강) 소재에 적합합니다.",X-SPEED ROUGHER,X-SPEED ROUGHER,selection
X-POWER PRO X-POWER PRO 시리즈가 뭐야?,"X-POWER PRO X-POWER PRO은(는) X-POWER PRO End mills, 엔드밀, (스퀘어 / 볼 / 코너 래디우스), 2 / 4날입니다.",X-POWER PRO,X-POWER PRO,product_overview
X-POWER PRO X-POWER PRO은 어떤 소재에 쓸 수 있어?,"X-POWER PRO X-POWER PRO은(는) KP4M(HRC35) / DIN 1.2311, ANSI P20+Ni, KP4M(HRc35), DIN 1.2311, ANSI P20+Ni, KP4M(HRc35) / DIN 1.2311, ANSI P20+Ni 등의 소재 가공에 적합합니다. ISO 그룹 H(고경도강), P(일반강/합금강)에 해당합니다.",X-POWER PRO,X-POWER PRO,material_target
X-POWER PRO X-POWER PRO의 특징이 뭐야?,"X-POWER PRO X-POWER PRO의 주요 특징: Case study comparg X-POWER PRO vs X-Power. Shows equal 밀링 length permance  all three tests. Includes 스퀘어, 볼, 및 코너 래디우스 엔드밀. Case study page comparg X-POWER PRO vs X-Power. Shows improved 내마모성  three 밀링 tests.",X-POWER PRO,X-POWER PRO,feature
X-POWER PRO X-POWER PRO의 사양이 어떻게 돼?,"X-POWER PRO X-POWER PRO 사양: 날 수 2 / 4, 직경 범위 Ø6.0~Ø10.0, 냉각 방식 Oil Mt.",X-POWER PRO,X-POWER PRO,tool_shape
X-POWER PRO X-POWER PRO은 어디에 쓰는 거야?,"X-POWER PRO X-POWER PRO은(는) Down & Side Cuttg, Prile Cuttg, 밀링 test  KP4M(HRc35) / DIN 1.2311, ANSI P20+Ni 등에 사용됩니다.",X-POWER PRO,X-POWER PRO,application
고경도강 가공할 때 쓸만한 엔드밀 있어?,"X-POWER PRO X-POWER PRO 시리즈를 추천합니다. X-POWER PRO End mills이며, ISO H(고경도강) 소재에 적합합니다.",X-POWER PRO,X-POWER PRO,selection
일반강/합금강 가공할 때 쓸만한 엔드밀 있어?,"X-POWER PRO X-POWER PRO 시리즈를 추천합니다. X-POWER PRO End mills이며, ISO P(일반강/합금강) 소재에 적합합니다.",X-POWER PRO,X-POWER PRO,selection
V7 PLUS V7 PLUS 시리즈가 뭐야?,"V7 PLUS V7 PLUS은(는) V7 PLUS End mills, 엔드밀, (4 날 / 6 날), 재질은 초경, Y 코팅 코팅, 4, 6날입니다.",V7 PLUS,V7 PLUS,product_overview
V7 PLUS V7 PLUS은 어떤 소재에 쓸 수 있어?,"V7 PLUS V7 PLUS은(는) JIS S45C (HRC30), DIN C45, WR 1.0503, 강, 주철, 스테인리스강, Mild 강, Low/Medium hardness materials under HRc40 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",V7 PLUS,V7 PLUS,material_target
V7 PLUS V7 PLUS의 코팅이랑 재질은?,"V7 PLUS V7 PLUS의 공구 재질은 초경, 코팅은 Y 코팅입니다.",V7 PLUS,V7 PLUS,coating_material
V7 PLUS V7 PLUS의 특징이 뭐야?,V7 PLUS V7 PLUS의 주요 특징: Case study comparg V7 PLUS  a competir. 4-날 측면 가공 test. 6-날 trochoidal cuttg test. Lger tal 밀링 length than competir  TEST II. 고성능 초경 엔드밀.,V7 PLUS,V7 PLUS,feature
V7 PLUS V7 PLUS의 사양이 어떻게 돼?,"V7 PLUS V7 PLUS 사양: 날 수 4, 6, 직경 범위 Ø10, Ø12, 깊이비 2D (axial in TEST II), 0.05D radial in TEST II, 헬릭스각 35°/37°, 냉각 방식 습식 절삭.",V7 PLUS,V7 PLUS,tool_shape
V7 PLUS V7 PLUS은 어디에 쓰는 거야?,"V7 PLUS V7 PLUS은(는) 측면 가공, Trochoidal cuttg, 강 가공용, 주철, 스테인리스강 등에 사용됩니다.",V7 PLUS,V7 PLUS,application
일반강/합금강 가공할 때 쓸만한 엔드밀 있어?,"V7 PLUS V7 PLUS 시리즈를 추천합니다. V7 PLUS End mills이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 Y 코팅.",V7 PLUS,V7 PLUS,selection
스테인리스강 가공할 때 쓸만한 엔드밀 있어?,"V7 PLUS V7 PLUS 시리즈를 추천합니다. V7 PLUS End mills이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 Y 코팅.",V7 PLUS,V7 PLUS,selection
ONLY ONE PM60 시리즈가 뭐야?,"ONLY ONE PM60은(는) ONLY ONE 코팅 PM60 엔드밀, (스퀘어 End mill / 플랫), 재질은 초경, 코팅 PM60 코팅, 4날입니다.",PM60,ONLY ONE,product_overview
ONLY ONE PM60은 어떤 소재에 쓸 수 있어?,"ONLY ONE PM60은(는) JIS S45C, KS SM45C, DIN C45, AISI 1045, 비합금강, 저합금강, 고합금강, 공구강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",PM60,ONLY ONE,material_target
ONLY ONE PM60의 코팅이랑 재질은?,"ONLY ONE PM60의 공구 재질은 초경, 코팅은 코팅 PM60입니다.",PM60,ONLY ONE,coating_material
ONLY ONE PM60의 특징이 뭐야?,ONLY ONE PM60의 주요 특징: 코팅 PM60 엔드밀 compd agast 코팅 normal 초경. Used  down & 측면 가공 tests. Tested  4-날 스퀘어 엔드밀 geometry. 3날 단날(short length) 센터컷 엔드밀. 플랫 shank.,PM60,ONLY ONE,feature
ONLY ONE PM60의 사양이 어떻게 돼?,"ONLY ONE PM60 사양: 날 수 4, 직경 범위 Ø10, 헬릭스각 30°, 냉각 방식 Wet.",PM60,ONLY ONE,tool_shape
ONLY ONE PM60은 어디에 쓰는 거야?,"ONLY ONE PM60은(는) Down & 측면 가공, 밀링  머시닝센터, 일반 절삭용, 센터컷 가공, General 밀링 용도 across a wide range  ISO material groups 등에 사용됩니다.",PM60,ONLY ONE,application
일반강/합금강 가공할 때 쓸만한 엔드밀 있어?,"ONLY ONE PM60 시리즈를 추천합니다. ONLY ONE 코팅 PM60 엔드밀이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 코팅 PM60.",PM60,ONLY ONE,selection
스테인리스강 가공할 때 쓸만한 엔드밀 있어?,"ONLY ONE PM60 시리즈를 추천합니다. ONLY ONE 코팅 PM60 엔드밀이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 코팅 PM60.",PM60,ONLY ONE,selection
YG-1 E 시리즈가 뭐야?,"YG-1 E은(는) HOLEMAKING TOOLS, Holemakg Tool, (Medium), TiAlN 코팅입니다.",E,YG-1,product_overview
YG-1 E은 어떤 소재에 쓸 수 있어?,"YG-1 E은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",E,YG-1,material_target
YG-1 E의 코팅이랑 재질은?,YG-1 E의 코팅은 TiAlN입니다.,E,YG-1,coating_material
YG-1 E의 특징이 뭐야?,YG-1 E의 주요 특징: Selecti guide  HOLEMAKING TOOLS series E. Type: Medium. Pilot diameter range: 3.4~14.0. Cutter diameter range: 6.0~40.0. Surface treatment: TiAlN.,E,YG-1,feature
YG-1 E의 사양이 어떻게 돼?,YG-1 E 사양: 직경 범위 Pilot dia. 3.4~14.0; Cutter dia. 6.0~40.0.,E,YG-1,tool_shape
YG-1 E은 어디에 쓰는 거야?,YG-1 E은(는) Material selecti guide  holemakg 용도 등에 사용됩니다.,E,YG-1,application
일반강/합금강 가공할 때 쓸만한 Holemakg Tool 있어?,"YG-1 E 시리즈를 추천합니다. HOLEMAKING TOOLS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiAlN.",E,YG-1,selection
스테인리스강 가공할 때 쓸만한 Holemakg Tool 있어?,"YG-1 E 시리즈를 추천합니다. HOLEMAKING TOOLS이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiAlN.",E,YG-1,selection
i-ONE DRILL i-ONE DRILL 시리즈가 뭐야?,"i-ONE DRILL i-ONE DRILL은(는) i-ONE DRILL INSERTS & HOLDERS / i-ONE 钻头 刀片 & 刀柄, Indexable 드릴, (인서트 & Holder), 재질은 초경, H-코팅 코팅입니다.",i-ONE DRILL,i-ONE DRILL,product_overview
i-ONE DRILL i-ONE DRILL은 어떤 소재에 쓸 수 있어?,"i-ONE DRILL i-ONE DRILL은(는) Carb 강, 합금 강, Cast ir, 비합금강, 저합금강, 고합금강, 공구강, Staless 강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",i-ONE DRILL,i-ONE DRILL,material_target
i-ONE DRILL i-ONE DRILL의 코팅이랑 재질은?,"i-ONE DRILL i-ONE DRILL의 공구 재질은 초경, 코팅은 H-코팅입니다.",i-ONE DRILL,i-ONE DRILL,coating_material
i-ONE DRILL i-ONE DRILL의 특징이 뭐야?,"i-ONE DRILL i-ONE DRILL의 주요 특징: Secure 및 quick clampg system.. High permance  cost efficiency.. Multi-layered 코팅 delivers outst및g productivity 및 reliability.. Holder length available  3xD, 5xD, 8xD.. Or diameters  인서트 및 shank types  holder  available up request..",i-ONE DRILL,i-ONE DRILL,feature
i-ONE DRILL i-ONE DRILL의 사양이 어떻게 돼?,"i-ONE DRILL i-ONE DRILL 사양: 직경 범위 Ø10.00 to Ø11.99, 깊이비 3xD, 5xD, 8xD.",i-ONE DRILL,i-ONE DRILL,tool_shape
i-ONE DRILL i-ONE DRILL은 어디에 쓰는 거야?,"i-ONE DRILL i-ONE DRILL은(는) For carb 강, 합금 강 및 주철. 등에 사용됩니다.",i-ONE DRILL,i-ONE DRILL,application
일반강/합금강 가공할 때 쓸만한 Indexable 드릴 있어?,"i-ONE DRILL i-ONE DRILL 시리즈를 추천합니다. i-ONE DRILL INSERTS & HOLDERS / i-ONE 钻头 刀片 & 刀柄이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 H-코팅.",i-ONE DRILL,i-ONE DRILL,selection
스테인리스강 가공할 때 쓸만한 Indexable 드릴 있어?,"i-ONE DRILL i-ONE DRILL 시리즈를 추천합니다. i-ONE DRILL INSERTS & HOLDERS / i-ONE 钻头 刀片 & 刀柄이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 H-코팅.",i-ONE DRILL,i-ONE DRILL,selection
i-ONE Y141H 시리즈가 뭐야?,"i-ONE Y141H은(는) i-ONE DRILL INSERTS & HOLDERS, 드릴, (인서트 & Holder), H-코팅 코팅입니다.",Y141H,i-ONE,product_overview
i-ONE Y141H은 어떤 소재에 쓸 수 있어?,"i-ONE Y141H은(는) 비합금강, 저합금강, 고합금강 & 공구강, Staless 강, Duplex, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",Y141H,i-ONE,material_target
i-ONE Y141H의 코팅이랑 재질은?,i-ONE Y141H의 코팅은 H-코팅입니다.,Y141H,i-ONE,coating_material
i-ONE Y141H의 특징이 뭐야?,i-ONE Y141H의 주요 특징: Secure 및 quick clampg system. High permance  cost efficiency. Multi-layered 코팅 delivers outst및g productivity 및 reliability. Or diameters  인서트 및 shank types  holder  available up request.,Y141H,i-ONE,feature
i-ONE Y141H의 사양이 어떻게 돼?,"i-ONE Y141H 사양: 직경 범위 Ø14.00 to Ø15.99, 깊이비 3xD, 5xD, 8xD.",Y141H,i-ONE,tool_shape
i-ONE Y141H은 어디에 쓰는 거야?,"i-ONE Y141H은(는) For carb 강, 합금 강 및 주철 등에 사용됩니다.",Y141H,i-ONE,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"i-ONE Y141H 시리즈를 추천합니다. i-ONE DRILL INSERTS & HOLDERS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 H-코팅.",Y141H,i-ONE,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"i-ONE Y141H 시리즈를 추천합니다. i-ONE DRILL INSERTS & HOLDERS이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 H-코팅.",Y141H,i-ONE,selection
i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS 시리즈가 뭐야?,"i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS은(는) i-ONE DRILL INSERTS & HOLDERS / i-ONE 钻头 刀片 & 刀柄, Indexable 드릴, (인서트 & Holder), H-코팅 코팅입니다.",i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,product_overview
i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS은 어떤 소재에 쓸 수 있어?,"i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, Duplex, 회주철, 구상흑연주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,material_target
i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS의 코팅이랑 재질은?,i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS의 코팅은 H-코팅입니다.,i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,coating_material
i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS의 특징이 뭐야?,i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS의 주요 특징: Secure 및 quick clampg system. High permance  cost efficiency. Multi-layered 코팅 delivers outst및g productivity 및 reliability.,i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,feature
i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS의 사양이 어떻게 돼?,"i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS 사양: 직경 범위 Ø22.00~Ø23.99, 깊이비 3xD, 5xD, 8xD.",i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,tool_shape
i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS은 어디에 쓰는 거야?,"i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS은(는) For carb 강, 합금 강 및 주철 등에 사용됩니다.",i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,application
일반강/합금강 가공할 때 쓸만한 Indexable 드릴 있어?,"i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS 시리즈를 추천합니다. i-ONE DRILL INSERTS & HOLDERS / i-ONE 钻头 刀片 & 刀柄이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 H-코팅.",i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,selection
스테인리스강 가공할 때 쓸만한 Indexable 드릴 있어?,"i-ONE DRILLS i-ONE DRILL INSERTS & HOLDERS 시리즈를 추천합니다. i-ONE DRILL INSERTS & HOLDERS / i-ONE 钻头 刀片 & 刀柄이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 H-코팅.",i-ONE DRILL INSERTS & HOLDERS,i-ONE DRILLS,selection
i-DREAM DRILLS YA1A 시리즈가 뭐야?,"i-DREAM DRILLS YA1A은(는) 초경 INSERTS & HOLDERS / i-DREAM DRILLS, 드릴, (인서트/Holder), 재질은 초경, TiAlN 코팅입니다.",YA1A,i-DREAM DRILLS,product_overview
i-DREAM DRILLS YA1A은 어떤 소재에 쓸 수 있어?,"i-DREAM DRILLS YA1A은(는) P: 비합금강, 저합금강, 고합금강, 공구강, M: Staless 강, K: 회주철, 구상흑연주철, 가단주철, 비합금강, 저합금강, 고합금강, 공구강, 고합금강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철)에 해당합니다.",YA1A,i-DREAM DRILLS,material_target
i-DREAM DRILLS YA1A의 코팅이랑 재질은?,"i-DREAM DRILLS YA1A의 공구 재질은 초경, 코팅은 TiAlN입니다.",YA1A,i-DREAM DRILLS,coating_material
i-DREAM DRILLS YA1A의 특징이 뭐야?,i-DREAM DRILLS YA1A의 주요 특징: Selecti guide  초경 인서트s & holders. Surface treatment: TiAlN. Recommended  general 강 및 스테인리스강. Secure 및 accurate seatg resultg  accurate repeatability 및 ccentricity. For most 강 materials.,YA1A,i-DREAM DRILLS,feature
i-DREAM DRILLS YA1A의 사양이 어떻게 돼?,"i-DREAM DRILLS YA1A 사양: 직경 범위 12.00~13.89, 깊이비 3D, 5D, 7D.",YA1A,i-DREAM DRILLS,tool_shape
i-DREAM DRILLS YA1A은 어디에 쓰는 거야?,"i-DREAM DRILLS YA1A은(는) General 강, Staless 강, For most 강 materials 등에 사용됩니다.",YA1A,i-DREAM DRILLS,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"i-DREAM DRILLS YA1A 시리즈를 추천합니다. 초경 INSERTS & HOLDERS / i-DREAM DRILLS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiAlN.",YA1A,i-DREAM DRILLS,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"i-DREAM DRILLS YA1A 시리즈를 추천합니다. 초경 INSERTS & HOLDERS / i-DREAM DRILLS이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiAlN.",YA1A,i-DREAM DRILLS,selection
i-DREAM DRILLS YA2C 시리즈가 뭐야?,"i-DREAM DRILLS YA2C은(는) 초경 INSERTS & HOLDERS / i-DREAM DRILLS, 드릴, (인서트/Holder), 재질은 초경, TiCN 코팅입니다.",YA2C,i-DREAM DRILLS,product_overview
i-DREAM DRILLS YA2C은 어떤 소재에 쓸 수 있어?,"i-DREAM DRILLS YA2C은(는) P: 비합금강, 저합금강, 고합금강, 공구강, M: Staless 강, N: 알루미늄, 구리 합금, Staless 강, Tough materials, Ductile materials, 고합금강, 공구강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), N(비철금속(알루미늄 등)), K(주철)에 해당합니다.",YA2C,i-DREAM DRILLS,material_target
i-DREAM DRILLS YA2C의 코팅이랑 재질은?,"i-DREAM DRILLS YA2C의 공구 재질은 초경, 코팅은 TiCN입니다.",YA2C,i-DREAM DRILLS,coating_material
